Date,Energy,Utilities,IT,Materials,Industrials,ConsumerDiscretionary,ConsumerStaples,healthcare,Financials,CommunicationServices,RealEstate,sp500,wti_spot,VIX,FedFunds,inflation_yoy,UNRATE,INDPRO
28-03-2008,555.35,191.14,346.02,250.69,335.97,239.87,290.64,362.77,331.75,141.35,143.85,1315.22,104.49,25.71,2.18,0.039749036,5.1,101.4508
04-04-2008,583.49,199.39,360.47,267.24,349.09,252.5,293.81,369.68,353.61,145.42,152.68,1370.4,103.46,22.45,2.23,0.03903761,5,100.7554
11-04-2008,583.93,199.31,349.91,261.64,328.62,243.31,289.36,365.91,337.28,140.47,146.36,1332.83,109.71,23.46,2.23,0.03903761,5,100.7554
18-04-2008,628.76,206.05,372.02,276.17,344.15,252.83,291.17,368.01,354.81,142.04,153.91,1390.33,114.33,20.13,2.34,0.03903761,5,100.7554
25-04-2008,623.48,204.33,375,273.75,345.43,255.09,289.8,369.65,362.28,147.17,158.07,1397.84,118.53,19.59,2.25,0.03903761,5,100.7554
02-05-2008,612.05,207.39,384.11,265.57,349.4,261.44,291.56,372.74,370.85,154.2,156.7,1413.9,115.42,18.18,2.28,0.040884138,5.4,100.1336
09-05-2008,629.99,202.98,380.49,270.74,342.92,253.97,287.55,364.53,347.49,150.15,150.23,1388.28,123.01,19.41,1.94,0.040884138,5.4,100.1336
16-05-2008,657.09,206.42,395,285.91,350.39,263.35,294.02,367.12,351.22,154.58,157.14,1425.35,124.96,16.47,1.96,0.040884138,5.4,100.1336
23-05-2008,641.42,206.25,379.53,271.82,336.55,249.44,290.59,363.87,329.64,148.47,148.23,1375.93,130.14,19.55,1.96,0.040884138,5.4,100.1336
30-05-2008,637.78,208.96,392.73,276.15,345.82,254.78,293.82,372.14,333.13,154.34,152.42,1400.38,128.47,17.83,2.05,0.040884138,5.4,100.1336
06-06-2008,635.88,204.83,384.41,275.37,330.8,246.08,287.94,363.6,312.79,149.37,147.98,1360.68,128.16,23.56,1.99,0.049359661,5.6,99.8728
13-06-2008,638.64,209.2,383.82,277.33,329.08,249.16,289.92,360.47,311.06,143.84,148.22,1360.03,134.8,21.22,1.99,0.049359661,5.6,99.8728
20-06-2008,631.95,206.98,372.68,272.04,319.32,236.5,279.85,351.2,296.36,136.24,142.33,1317.93,134.34,22.87,1.98,0.049359661,5.6,99.8728
27-06-2008,640.8,202.14,359.93,261.11,299.92,225.63,273.87,351.12,276.85,132.28,135.27,1278.38,137,23.44,1.97,0.049359661,5.6,99.8728
04-07-2008,631.93,205.29,351.62,246.05,296.97,220.22,277.25,355.31,268.89,132.65,132,1262.9,142.52,24.78,2.08,0.054975121,5.8,99.4194
11-07-2008,606.52,205.5,347.46,247.22,297.25,211.29,278.47,359.98,251.84,131.75,129.67,1239.49,139.95,27.49,1.95,0.054975121,5.8,99.4194
18-07-2008,572.83,196.47,351.65,245.27,304.14,225.08,278.26,367.48,280.64,131.52,136.84,1260.68,135.37,24.05,2.01,0.054975121,5.8,99.4194
25-07-2008,556.88,191.52,352.36,242.65,308.33,224.13,280.3,372.08,280.09,129.26,136.41,1257.76,125.92,22.91,1.99,0.054975121,5.8,99.4194
01-08-2008,558.64,187.33,349.61,243.14,305.9,223.32,282.77,368.38,291.18,126.08,136.9,1260.31,124.57,22.57,2.08,0.053080172,6.1,97.8491
08-08-2008,536.34,189.31,370.48,238.26,319.27,240.57,294.64,387.28,294.08,129.04,143.65,1296.32,118.8,20.66,2.02,0.053080172,6.1,97.8491
15-08-2008,532.15,187.19,374.3,240.62,318.55,246.25,298.99,390.18,285.78,131.87,141.6,1298.2,114.4,19.58,1.99,0.053080172,6.1,97.8491
22-08-2008,559.7,191.19,370.07,243.88,314.24,241.55,295.82,385.89,277.09,130.56,138.79,1292.2,115.7,18.81,2.02,0.053080172,6.1,97.8491
29-08-2008,556.07,190.18,358.94,242.46,313.11,240.284,289.98,378.47,285.59,131.71,139.34,1282.83,116.09,20.65,1.99,0.053080172,6.1,97.8491
05-09-2008,514.88,178.92,335.73,228.18,300.85,238.45,292.36,367.76,289.96,128.21,139.03,1242.31,108.37,23.06,1.96,0.049533199,6.1,93.5576
12-09-2008,518.25,183.45,337.2,233.09,302.8,244.24,300.8,373.87,282.63,128.01,143.05,1251.7,102.88,25.66,1.99,0.049533199,6.1,93.5576
19-09-2008,536.93,176.92,332.62,236.13,298.37,240.86,292.5,364.45,303.57,124.17,147.03,1255.08,97.19,32.07,2.25,0.049533199,6.1,93.5576
26-09-2008,519.29,174.49,327.32,213.08,281.54,230.32,290.05,362.62,284.98,121.35,139.09,1213.01,111.12,34.74,1.54,0.049533199,6.1,93.5576
03-10-2008,451.78,163.07,290.62,181.28,246.92,204.51,283.37,346.75,254.07,113.84,117.52,1099.23,96.59,45.14,1.32,0.037310579,6.5,94.4985
10-10-2008,338.68,130.07,249.02,153.49,218.54,167.12,238.2,282.86,197.22,91.53,108.36,899.22,86.24,69.95,1.59,0.037310579,6.5,94.4985
17-10-2008,363.33,140.46,259.03,153.51,215.25,170.08,246.92,307.65,208.79,99.04,94.19,940.55,75.19,70.33,0.96,0.037310579,6.5,94.4985
24-10-2008,355.02,139.36,235.2,136.5,198.35,152.77,234.17,296.96,186.85,93.78,77,876.77,68.56,79.13,0.69,0.037310579,6.5,94.4985
31-10-2008,401.21,148.06,257.42,156.16,222.99,178.62,253.68,312.67,209.13,104.04,92.73,968.75,65.21,59.89,0.82,0.037310579,6.5,94.4985
07-11-2008,392.91,147.1,242.91,149.58,213.69,166.02,250.57,307.55,192.22,105.45,85.77,930.99,64.31,56.1,0.24,0.010999175,6.8,93.2617
14-11-2008,378.65,144.89,223.46,135.66,198.45,150.69,241.93,297.9,169.55,104.87,69.3,873.29,58.6,66.31,0.28,0.010999175,6.8,93.2617
21-11-2008,362.37,144.86,209.98,120.39,183.33,137.66,237.18,273.29,129.36,95.41,56.82,800.03,52.26,72.67,0.36,0.010999175,6.8,93.2617
28-11-2008,402.8,151.66,227.98,138.64,206.03,161.15,248.57,290.21,169.95,110.72,68.86,896.24,53.27,55.84,0.56,0.010999175,6.8,93.2617
05-12-2008,357.46,144.42,223.03,130.87,201.81,166.01,245.81,292.12,171.36,110.25,72.62,876.07,45.6,59.93,0.49,-0.00022228,7.3,90.6266
12-12-2008,388,144.99,232.93,138.13,197.96,164.79,238.42,291.66,161.53,108.79,72.91,879.73,44.57,54.28,0.13,-0.00022228,7.3,90.6266
19-12-2008,370.24,144.44,232.05,138.04,202.55,168.53,242.06,304.2,165.93,109.85,76.58,887.88,39.7,44.93,0.15,-0.00022228,7.3,90.6266
26-12-2008,367.77,143.2,225.91,134.77,199.95,163.56,241.79,301.64,159.16,109.2,75.31,872.8,32.98,43.38,0.11,-0.00022228,7.3,90.6266
02-01-2009,403.12,151.29,241.74,142.94,215.83,177.33,250.98,316.22,171.36,114.93,76.03,931.8,42.4,39.19,0.10,-0.00113586,7.8,88.3712
09-01-2009,387.24,147.77,236.13,141.23,207.08,169.84,238.76,304.71,155.79,106.59,70.58,890.35,44.46,42.82,0.10,-0.00113586,7.8,88.3712
16-01-2009,375.24,146.98,228.61,136.51,193.27,162.8,237.58,303.96,130.1,100.54,69.35,850.12,36.73,46.11,0.10,-0.00113586,7.8,88.3712
23-01-2009,378.38,146.44,226.46,133.6,181.82,154.79,232.4,303.85,120.91,103.69,65.28,831.95,42.15,47.27,0.20,-0.00113586,7.8,88.3712
30-01-2009,374.14,146.71,224.68,127.63,180.99,151.38,227.76,305.41,123.98,99.35,63.22,825.88,42.7,44.84,0.19,-0.00113586,7.8,88.3712
06-02-2009,394.58,152.21,246.36,137.22,184.97,158.84,232.48,318.65,131.39,104.7,65.24,868.6,40.78,43.37,0.23,8.46314E-05,8.3,87.843
13-02-2009,371.31,143.62,238.48,130.23,178.48,149.64,223.58,311.01,117.98,98.4,55.47,826.84,36.94,42.93,0.23,8.46314E-05,8.3,87.843
20-02-2009,339.35,132.16,221.44,123.32,161.92,140.37,220.3,300.49,99.19,96.08,53.41,770.05,37.15,49.3,0.23,8.46314E-05,8.3,87.843
27-02-2009,327.54,127.71,215.01,116.34,148.49,138.22,211.27,266.19,101.15,96.53,48.58,735.09,41.1,46.35,0.20,8.46314E-05,8.3,87.843
06-03-2009,309.35,116.7,204.71,110.01,133.56,127.3,203.45,255.57,81.74,91.44,42.95,683.38,43.18,49.33,0.22,-0.004464788,8.7,86.4689
13-03-2009,330.09,119.23,224.7,122.98,150.11,142.68,212.74,279.87,109.41,98.16,52.15,756.55,45.66,42.36,0.20,-0.004464788,8.7,86.4689
20-03-2009,339.11,128.96,229.79,127.93,152.52,146.04,214.56,274.85,109.74,101.53,46.68,768.54,49.49,45.89,0.17,-0.004464788,8.7,86.4689
27-03-2009,352.98,130.85,243.26,138.7,168.48,158.83,224.17,283.54,123.12,105.3,49.26,815.94,52.99,41.04,0.17,-0.004464788,8.7,86.4689
03-04-2009,363.48,133.06,257.66,143.65,174.4,168.87,226.35,278.12,130.95,110.14,57.71,842.5,50.34,39.7,0.16,-0.005763244,9,85.7903
10-04-2009,359.2,132.52,260.53,144.57,179.86,173.24,224.94,281.6,143.29,107.63,60.31,856.56,50.46,36.53,0.14,-0.005763244,9,85.7903
17-04-2009,356.07,131.18,262.67,147.08,185.85,177.6,227.92,287.26,149.18,106.45,64.09,869.6,49.86,33.94,0.15,-0.005763244,9,85.7903
24-04-2009,358.37,128.51,267.8,150.29,189.23,180.03,221.64,276.63,147.21,103.9,67.05,866.23,47.8,36.82,0.14,-0.005763244,9,85.7903
01-05-2009,366.87,134.42,271.57,154.36,192.93,182.3,226.44,280.16,142.96,106,63.9,877.52,50.2,35.3,0.17,-0.010157615,9.4,84.9436
08-05-2009,398.04,138.46,266.85,161.51,206.44,188.66,232.46,295.74,175.84,104.71,70.37,929.23,55.96,32.05,0.21,-0.010157615,9.4,84.9436
15-05-2009,370.96,130.93,262.15,153.86,190.86,174.99,231.02,292.87,154.6,102.79,61.58,882.88,57.94,33.12,0.17,-0.010157615,9.4,84.9436
22-05-2009,373.69,130.43,263.15,157.84,190.1,176.88,235.83,291.44,155.9,99.48,63.42,887,60.32,32.63,0.16,-0.010157615,9.4,84.9436
29-05-2009,392.21,135,276.49,162.43,195.89,181.57,237.76,298.86,164.44,103.14,68.66,919.14,64.32,28.92,0.17,-0.010157615,9.4,84.9436
05-06-2009,399.3,136.77,288.39,165.28,207.06,188.8,243.43,297.63,164.84,102.35,70.42,940.09,68.11,29.62,0.19,-0.012291746,9.5,84.6746
12-06-2009,408.76,141.96,290.64,167.67,205.52,187.55,241.16,297,167.54,104.37,70.1,946.21,70.85,28.15,0.20,-0.012291746,9.5,84.6746
19-06-2009,382.06,139.7,286.95,156.94,194.02,182.02,237.46,303.25,162.43,101.1,64.89,921.23,70.62,27.99,0.19,-0.012291746,9.5,84.6746
26-06-2009,371.78,141.1,287.51,155.41,192.08,181.11,238.6,307.26,160.35,104.79,64.67,918.9,68.58,25.93,0.24,-0.012291746,9.5,84.6746
03-07-2009,361.26,139.07,282.5,150.29,185.95,176.08,238.16,299.3,153.55,102.21,61.57,896.42,69.32,27.95,0.19,-0.01958761,9.5,85.6853
10-07-2009,347.64,136.94,277.48,145.92,180.96,173.75,237.35,298.5,149.33,97.8,59.41,879.13,61.48,29.02,0.17,-0.01958761,9.5,85.6853
17-07-2009,375.08,142.18,304.02,159.75,194.85,187.12,247.87,307.78,163.39,100.7,63.63,940.38,61.29,24.34,0.14,-0.01958761,9.5,85.6853
24-07-2009,396.19,150.1,313.92,172.7,203.45,196.78,252.19,323.94,167.45,106.12,69.32,979.26,65.28,23.09,0.15,-0.01958761,9.5,85.6853
31-07-2009,389.92,147.13,313.92,175.04,208.97,199.22,252.85,324.11,174.88,107.93,71.92,987.48,67.03,25.92,0.15,-0.01958761,9.5,85.6853
07-08-2009,390.51,146.58,316.13,182.07,219.56,208.89,250.23,321.15,193.14,104.97,83.44,1010.48,71.58,24.76,0.18,-0.014838356,9.6,86.6393
14-08-2009,387.28,146.97,316.23,178.97,215.15,203.48,250.6,323.01,191.58,104.45,78.8,1004.09,69.64,24.27,0.17,-0.014838356,9.6,86.6393
21-08-2009,399.68,150.02,321.76,181.93,219.71,207.34,254.96,332.33,195.81,106.08,79.41,1026.13,70.8,25.01,0.16,-0.014838356,9.6,86.6393
28-08-2009,398.61,148.92,324.21,181.06,220.18,209.28,254.03,331.56,198.13,105.96,81.07,1028.93,72.37,24.76,0.16,-0.014838356,9.6,86.6393
04-09-2009,390.64,146.03,321.91,180.02,219.84,206.29,255.46,330.07,190.97,103.93,76.7,1016.4,68.39,25.26,0.15,-0.013779429,9.8,87.3821
11-09-2009,407.32,145.57,330.73,184.56,229.1,212.71,259.73,334.07,195.1,107.73,82.14,1042.73,70.91,24.15,0.15,-0.013779429,9.8,87.3821
18-09-2009,418.9,150.85,335.87,193.2,237.96,219.47,262.67,334.92,203.94,107.79,89.92,1068.3,71.32,23.92,0.16,-0.013779429,9.8,87.3821
25-09-2009,406.91,148.63,331.61,184.02,230.64,212.13,260.43,330.89,196.53,107.6,84.41,1044.38,68.33,25.61,0.16,-0.013779429,9.8,87.3821
02-10-2009,395.32,144.99,324.92,178.67,222.67,208.77,262.17,327.4,192.23,106.26,80.78,1025.21,68.84,28.68,0.12,-0.002239683,10,87.5809
09-10-2009,425.14,148.77,340.49,190.45,232.63,219.11,267.92,335.59,205.1,103.58,85.63,1071.49,70.8,23.12,0.13,-0.002239683,10,87.5809
16-10-2009,446.72,150.88,342.93,193.84,237.08,222.64,272.4,339.34,204.75,103.66,84.8,1087.68,75.73,21.43,0.12,-0.002239683,10,87.5809
23-10-2009,441.69,149.56,346.51,190.43,233.25,222.07,268.57,333.71,203.05,103.12,85.53,1079.6,80.06,22.27,0.12,-0.002239683,10,87.5809
30-10-2009,422.22,144.15,334.37,176.96,221.11,211.1,265.94,326.06,189.03,103.04,82.61,1036.2,78.47,30.69,0.11,-0.002239683,10,87.5809
06-11-2009,434.26,146.48,344.73,185.78,234.52,221.02,270.62,338.4,192.45,104.08,82.2,1069.3,79,24.19,0.12,0.019145872,9.9,87.9388
13-11-2009,435.31,148.3,355.9,193.66,239.96,228.29,275.84,345.18,197.05,105.82,87.79,1093.48,78.24,23.36,0.12,0.019145872,9.9,87.9388
20-11-2009,431.55,147.5,351.28,196.44,239.33,225.68,277.47,351.73,196.2,106.62,87.58,1091.38,78.37,22.19,0.12,0.019145872,9.9,87.9388
27-11-2009,433.84,148.95,350.11,195.72,239.94,226.11,277.47,356.41,191.76,110.13,85,1091.49,76.14,24.85,0.11,0.019145872,9.9,87.9388
04-12-2009,427.47,154.7,357.91,196.7,245.34,228.97,278.86,359.21,196.33,112.75,92.89,1105.98,76.81,21.25,0.12,0.028141231,9.9,88.2404
11-12-2009,423.35,160.21,357.1,195.72,245.18,233.33,278.25,362.04,193.14,115.16,91.5,1106.41,71.51,21.59,0.12,0.028141231,9.9,88.2404
18-12-2009,424.6,159.39,360.85,193.95,243.62,233.42,272.55,361.13,191.37,112.49,92.42,1102.47,71.72,21.68,0.12,0.028141231,9.9,88.2404
25-12-2009,435.2,160.26,372.66,202.03,246.7,237.95,277,366,195.77,115.25,97.65,1126.48,74.76,19.47,0.12,0.028141231,9.9,88.2404
01-01-2010,429.95,157.99,370.71,199.81,242.99,235.07,274.3,362.22,193.78,114.64,94.18,1115.1,79.07,21.68,0.11,0.026211114,9.8,89.1897
08-01-2010,451.47,156.23,374.53,210.75,255.56,239.6,274.87,369.35,205.09,111.7,93.72,1144.98,82.34,18.13,0.08,0.026211114,9.8,89.1897
15-01-2010,444.78,157.27,369.97,203.93,254.39,236.51,277.34,374.84,201.35,107.26,92.96,1136.03,80.06,17.91,0.11,0.026211114,9.8,89.1897
22-01-2010,422.56,151.84,352.35,190.8,244.05,229.1,271.3,367.69,190.93,105.14,88.2,1091.76,76.62,27.31,0.12,0.026211114,9.8,89.1897
29-01-2010,410.57,149.93,339.38,182.5,240.06,228.13,270.88,363.75,190.92,103.95,88.13,1073.87,73.94,24.62,0.12,0.026211114,9.8,89.1897
05-02-2010,408.35,146.75,341.82,184.01,238.37,226.61,268.52,357.61,187.74,102.87,88.34,1066.19,74.57,26.11,0.13,0.021513364,9.8,89.5046
12-02-2010,414.74,145.48,346.55,187.1,240.95,230.29,272.61,357.94,187.02,102.9,87.39,1075.51,73.88,22.73,0.13,0.021513364,9.8,89.5046
19-02-2010,427.13,150.78,355.83,194.93,251.53,238.26,280.11,365.08,194.6,103.75,92.71,1109.17,78.25,20.02,0.12,0.021513364,9.8,89.5046
26-02-2010,418.27,147.14,353.04,190.2,251.04,240.2188,278.19,363.79,197.43,102.61,93,1104.49,79.22,19.5,0.12,0.021513364,9.8,89.5046
05-03-2010,432.46,151.42,364.46,200.26,259.48,249.6763,284.11,370.59,204.73,103.32,96.52,1138.7,80.19,17.42,0.13,0.022861714,9.9,90.1356
12-03-2010,434.42,150.4,371.58,200.97,263.93,253.164,282.24,368.97,208.94,105.9,100.1,1149.99,81.76,17.58,0.16,0.022861714,9.9,90.1356
19-03-2010,429.54,152.26,372.46,201.38,269.65,254.6792,286.82,374.48,211.19,108.43,102.47,1159.9,81.44,16.97,0.18,0.022861714,9.9,90.1356
26-03-2010,421.22,149.65,377.34,203.45,271.96,260.6966,287.83,370.45,215.55,108.25,103.98,1166.59,80.65,17.77,0.18,0.022861714,9.9,90.1356
02-04-2010,437.34,152.66,377.24,208.31,274.85,260.5955,289.58,374.75,216.74,109.19,103.59,1178.1,83.01,17.47,0.16,0.022067708,9.9,90.4607
09-04-2010,447.72,153.37,384.04,210.95,277.66,267.7171,288.63,372.17,222.82,108.94,106.88,1194.37,85.66,16.14,0.19,0.022067708,9.9,90.4607
16-04-2010,444.25,151.48,389.51,206.85,280.71,270.4938,287.31,366.85,219.93,107.29,102.8,1192.13,84.34,18.36,0.19,0.022067708,9.9,90.4607
23-04-2010,462.89,155.53,396.28,211.69,289.22,281.6413,287.82,363.5,226.22,107.59,110.57,1217.28,82.9,16.62,0.21,0.022067708,9.9,90.4607
30-04-2010,449.37,154.37,383.53,205.47,284.43,274.2667,283.64,358.12,217.54,106.64,109.69,1186.69,84.22,22.05,0.20,0.022067708,9.9,90.4607
07-05-2010,414.04,147.45,354.31,187.97,261.86,253.4412,275.24,344.19,203.16,102.68,103.22,1110.89,80.24,40.95,0.20,0.020035489,9.6,91.7014
14-05-2010,420.64,151.31,365.68,191.03,271.74,260.2011,280.58,346.52,206.47,105.07,106.09,1135.68,74.98,31.24,0.20,0.020035489,9.6,91.7014
21-05-2010,398.03,144.55,348.91,183.4,255.78,249.9162,273.23,333.11,198.5,102.92,101.72,1087.69,69.14,40.1,0.20,0.020035489,9.6,91.7014
28-05-2010,396.31,144.92,351.8,185.64,256.48,254.6774,270.21,333.08,197.42,102.44,103.68,1089.41,70.62,32.07,0.20,0.020035489,9.6,91.7014
04-06-2010,386.22,141.74,348.78,175.96,246.83,247.9002,267.51,328.79,190.3,101.56,97.77,1064.88,72.91,35.48,0.19,0.011215606,9.4,91.9033
11-06-2010,406.05,147.19,351.89,185.2,252.44,253.609,271.2,336.7,195.34,105.97,105.08,1091.6,73.44,28.79,0.19,0.011215606,9.4,91.9033
18-06-2010,417.09,152.99,363.85,188.31,260.57,256.1409,275.25,343.23,199.84,106.89,107.69,1117.51,76.7,23.95,0.18,0.011215606,9.4,91.9033
25-06-2010,392.5,146.47,347.62,183.16,250.77,242.4826,265.64,335.77,197.03,104,104.76,1076.77,77.06,28.53,0.18,0.011215606,9.4,91.9033
02-07-2010,371.08,143.04,328.07,170.73,234.5,228.8874,262.4,325.07,182.08,102.64,96.18,1022.58,74.96,30.12,0.15,0.013407785,9.4,92.2549
09-07-2010,393.94,151.32,346.39,184.44,248.32,239.3616,272.96,336.64,195.51,104.54,101.98,1077.96,74.39,24.98,0.18,0.013407785,9.4,92.2549
16-07-2010,386.77,150.86,346.47,181.01,243.51,236.5615,273.24,332.17,189.92,104.32,100.6,1064.88,76.35,26.25,0.17,0.013407785,9.4,92.2549
23-07-2010,402.3,154.82,359.37,193.84,260.94,248.4455,279.73,329.93,195.94,108.35,107.3,1102.66,77.56,23.47,0.19,0.013407785,9.4,92.2549
30-07-2010,403.14,153.97,353.57,193.56,262.83,247.4768,277.97,331,197.92,110.13,108.91,1101.6,78.12,23.5,0.19,0.013407785,9.4,92.2549
06-08-2010,415.95,156.97,358.97,196.87,267.63,252.4949,279.72,344.14,198.87,112.02,110.49,1121.64,81.79,21.74,0.19,0.011501775,9.5,92.5936
13-08-2010,399.46,155,338.84,189.39,254.38,242.2663,276.33,336.63,189.09,112.66,106.74,1079.25,78.17,26.24,0.18,0.011501775,9.5,92.5936
20-08-2010,390.41,153.81,341.04,190.45,252.08,243.2862,275.47,332.11,185.83,111.34,106.45,1071.69,74.84,25.49,0.19,0.011501775,9.5,92.5936
27-08-2010,391.05,156.92,334,190.07,248.36,241.4633,275.32,330.08,184.71,112.71,108.01,1064.59,72.91,24.45,0.19,0.011501775,9.5,92.5936
03-09-2010,405.43,159.48,345.69,197.99,259.97,253.6192,281.39,337.36,195.19,114.99,114.78,1104.51,74.02,21.31,0.19,0.011183122,9.5,92.8533
10-09-2010,407.17,158.29,344.77,198.4,262.48,253.669,283.9,344.08,195.1,116.8,112.67,1109.55,74.82,21.99,0.19,0.011183122,9.5,92.8533
17-09-2010,404.25,156.88,359.92,202.05,266.17,258.129,285.55,347.54,196.53,118.9,114.33,1125.59,75.62,22.01,0.19,0.011183122,9.5,92.8533
24-09-2010,414.52,159.99,370.13,206.01,272.75,265.6442,289.95,355.89,196.72,121.43,114.13,1148.67,73.76,21.71,0.21,0.011183122,9.5,92.8533
01-10-2010,424.76,160.41,367.43,204.64,271.21,263.763,289.06,353.93,195.21,122.58,112.3,1146.24,78.41,22.5,0.20,0.011666951,9.4,92.6033
08-10-2010,436.62,161.55,373.01,211.27,278.98,270.6711,291.31,356.94,197.62,120.85,114.82,1165.15,82.29,20.71,0.19,0.011666951,9.4,92.6033
15-10-2010,442.47,161.88,387.59,213.89,278.62,273.3943,295.45,361.2,192.92,120.94,116.57,1176.19,82.16,19.03,0.18,0.011666951,9.4,92.6033
22-10-2010,444.07,161.82,388.38,212.54,280.55,275.462,296.8,362.26,196.61,120.96,118.1,1183.08,81.15,18.78,0.19,0.011666951,9.4,92.6033
29-10-2010,442.59,160.85,391.58,215.5,277.81,277.4999,296.38,361,195.83,121.4,116.15,1183.26,82.03,21.2,0.19,0.011666951,9.4,92.6033
05-11-2010,465.12,162.54,404.73,224.81,288.21,287.5348,300.5,364.31,209.41,124.49,122.78,1225.85,84.93,18.26,0.20,0.010845448,9.8,92.6686
12-11-2010,469.56,158.36,391.91,219.85,279.4,283.8276,296.66,358,200.97,121.91,116.69,1199.21,86.91,20.61,0.18,0.010845448,9.8,92.6686
19-11-2010,472.25,157.28,390.63,218.72,281.7,285.4218,297.82,358.3,199.46,121.86,114.43,1199.73,82.23,18.04,0.19,0.010845448,9.8,92.6686
26-11-2010,464.2,155.73,392.21,216.49,280.98,286.6472,294.63,353.66,194.41,120.67,115.22,1189.4,82.28,22.22,0.20,0.010845448,9.8,92.6686
03-12-2010,487.24,157.73,399.12,228.84,292.39,294.4585,297.36,358.94,203.97,122.75,118.3,1224.71,86.75,18.01,0.20,0.01437793,9.3,93.5916
10-12-2010,488.94,156.62,404.87,229.87,296.06,295.0675,300.08,361.05,211.67,125.25,116.96,1240.4,88.5,17.61,0.18,0.01437793,9.3,93.5916
17-12-2010,490.75,158.31,403.1,233.71,298.32,294.8646,304.98,366.6,208.72,126.38,115.69,1243.91,88.27,16.11,0.17,0.01437793,9.3,93.5916
24-12-2010,501.98,159.74,405.1,237.99,300.67,297.2853,304.56,366.92,213.62,127.81,118.84,1256.77,89.66,16.47,0.20,0.01437793,9.3,93.5916
31-12-2010,506.75,159.34,404.55,239.61,301.12,295.537,303.58,364.78,214.77,128.74,120.58,1257.64,90.97,17.75,0.19,0.01437793,9.3,93.5916
07-01-2011,509.1,160.55,415.32,238.77,304.6,297.6142,300.61,371.37,218.38,127.69,120.4,1271.5,89.54,17.14,0.16,0.017007835,9.1,93.3889
14-01-2011,526.08,161.33,423.76,241.34,310.19,299.5502,303.57,372.23,225.42,125.71,122.88,1293.24,91.02,15.46,0.17,0.017007835,9.1,93.3889
21-01-2011,524.23,162.44,416.48,233.32,311.03,298.3322,304.03,372.4,221.68,124.27,123.54,1283.35,89.75,18.47,0.17,0.017007835,9.1,93.3889
28-01-2011,530.31,160.88,418.82,235.51,311,293.1292,299.04,365.7,218.56,123.62,125.05,1276.34,86.11,20.04,0.17,0.017007835,9.1,93.3889
04-02-2011,552.51,161.4,433.57,246.29,318.71,301.7507,301.99,373.66,223.52,125.93,127.39,1310.87,89.52,15.93,0.17,0.021248982,9,93.0045
11-02-2011,551.07,162.09,435.9,247.83,327.78,312.3369,304.79,373.78,229.9,128.13,130.82,1329.15,85.51,15.69,0.17,0.021248982,9,93.0045
18-02-2011,571.28,161.3,438.39,250.27,329.44,315.7903,307,378.82,231.16,127.21,131.29,1343.01,84.13,16.43,0.15,0.021248982,9,93.0045
25-02-2011,577.37,160.58,428.4,242.71,318.54,308.4055,304.14,373.21,225.73,124.83,130.19,1319.88,95.26,19.22,0.15,0.021248982,9,93.0045
04-03-2011,579.78,161.56,428.02,243.1,318.37,309.0743,304.75,382.27,222.13,124.39,128.26,1321.15,101.05,19.06,0.15,0.026192415,9,93.9684
11-03-2011,556.57,163.98,416.2,235.57,317.02,307.118,305.77,376.98,222.56,125.72,129.84,1304.28,103.74,20.08,0.15,0.026192415,9,93.9684
18-03-2011,558.63,156.93,401.4,235.33,311.75,297.2546,299.9,371.05,218.96,125.01,127.99,1279.21,99.79,24.44,0.14,0.026192415,9,93.9684
25-03-2011,581.42,159.57,417.64,244.62,320.97,306.7796,306.43,378.15,220.06,127.76,128.27,1313.8,104.41,17.91,0.14,0.026192415,9,93.9684
01-04-2011,591.66,163.08,417.27,250.2,328.74,310.6349,310.67,385.23,222.48,133.06,131.65,1332.41,105.08,17.4,0.13,0.030772344,9.1,93.6571
08-04-2011,591.18,162.47,415.54,250.66,324.01,308.8109,312.26,385.92,221.7,132.2,128.91,1328.17,109.29,17.87,0.10,0.030772344,9.1,93.6571
15-04-2011,573.06,163.02,411.03,245.01,321.54,310.1908,318.65,392.28,217.27,132.27,131.85,1319.68,107.75,15.32,0.09,0.030772344,9.1,93.6571
22-04-2011,586.74,163.74,423.32,251.89,325.49,315.4092,318.84,396.13,216.86,131.38,133.89,1337.39,109.11,14.69,0.11,0.030772344,9.1,93.6571
29-04-2011,598.02,168.11,429.83,254.48,334.56,320.3835,324.45,407.59,220.49,134.14,137.09,1363.61,112.3,14.75,0.10,0.030772344,9.1,93.6571
06-05-2011,556.46,168.58,425.32,244.88,328.88,318.0098,323.74,410.12,216.69,134.12,134.36,1340.2,105.84,18.4,0.09,0.034589719,9,93.7723
13-05-2011,548.64,171.54,423.79,240.32,325.71,320.3942,330.48,416.75,212.08,134.91,133.69,1337.77,99.87,17.07,0.09,0.034589719,9,93.7723
20-05-2011,553.32,172.53,417.33,239.55,322.79,317.9318,332.5,416.25,211.36,135.35,134.27,1333.27,97.99,17.43,0.09,0.034589719,9,93.7723
27-05-2011,564.6,169.68,415.55,244.5,321.28,316.8479,329.15,411.45,211.05,135.38,135.58,1331.1,99.55,15.98,0.10,0.034589719,9,93.7723
03-06-2011,556.49,167.33,407.51,236.68,311.26,306.6227,321.91,405.94,204.6,131.63,133.57,1300.16,100.92,17.95,0.10,0.035023182,9.1,94.0493
